afterCorrection	HKBea1Aug	HKBea1Feb	HKBea1May	HKBea1Nov	HKBea2Aug	HKBea2Feb	HKBea2May	HKBea2Nov	HKBea3Aug	HKBea3Feb	HKBea3May	HKBea3Nov	HKSta1Aug	HKSta1Feb	HKSta1May	HKSta1Nov	HKSta2Aug	HKSta2Feb	HKSta2May	HKSta2Nov	HKSta3Aug	HKSta3Feb	HKSta3May	HKSta3Nov	HKSW1Aug	HKSW1Feb	HKSW1May	HKSW1Nov	HKSW2Aug	HKSW2Feb	HKSW2May	HKSW2Nov	HKSW3Aug	HKSW3Feb	HKSW3May	HKSW3Nov	LTCC1Aug	LTCC1Feb	LTCC1May	LTCC1Nov	LTCC2Aug	LTCC2Feb	LTCC2May	LTCC2Nov	LTCC3Aug	LTCC3Feb	LTCC3May	LTCC3Nov	LTCMW1Aug	LTCMW1Feb	LTCMW1May	LTCMW1Nov	LTCMW2Aug	LTCMW2Feb	LTCMW2May	LTCMW2Nov	LTCMW3Aug	LTCMW3Feb	LTCMW3May	LTCMW3Nov	LTPC1Aug	LTPC1Feb	LTPC1May	LTPC1Nov	LTPC2Aug	LTPC2May	LTPC2Nov	LTPC3Aug	LTPC3Feb	LTPC3May	LTPC3Nov	SKBlu1Aug	SKBlu1Feb	SKBlu1May	SKBlu1Nov	SKBlu2Aug	SKBlu2Feb	SKBlu2May	SKBlu2Nov	SKBlu3Aug	SKBlu3Feb	SKBlu3May	SKBlu3Nov	SKLKW1Aug	SKLKW1Feb	SKLKW1May	SKLKW1Nov	SKLKW2Aug	SKLKW2Feb	SKLKW2May	SKLKW2Nov	SKLKW3Aug	SKLKW3Feb	SKLKW3May	SKLKW3Nov	SKSha1Aug	SKSha1Feb	SKSha1May	SKSha1Nov	SKSha2Aug	SKSha2Feb	SKSha2May	SKSha2Nov	SKSha3Aug	SKSha3Feb	SKSha3May	SKSha3Nov
protist_Zotu604	142.8571429	0	0	0	122.8571429	0	2.857142857	0	21.42857143	0	1.428571429	0	25.71428571	0	4.285714286	18.57142857	18.57142857	0	4.285714286	17.14285714	7.142857143	0	0	0	81.42857143	0	0	0	1.428571429	0	1.428571429	0	35.71428571	0	2.857142857	0	21.42857143	0	1.428571429	2.857142857	71.42857143	0	0	0	91.42857143	0	0	0	51.42857143	0	0	0	5.714285714	1.428571429	1.428571429	0	37.14285714	0	0	0	0	0	0	2.857142857	2.857142857	0	0	1.428571429	0	0	0	20	0	0	0	0	0	2.857142857	0	4.285714286	0	2.857142857	2.857142857	0	0	2.857142857	1.428571429	10	0	0	4.285714286	0	0	0	0	34.28571429	0	1.428571429	1.428571429	21.42857143	0	2.857142857	0	1.428571429	0	4.285714286	0
protist_Zotu146	0	0	0	0	0	0	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0	0	0	0.294117647	0	0	0.588235294	0	0	0	0	0	0	0	0	0	0	1.176470588	27.05882353	0.294117647	0	0	0	0	0	1.470588235	10.58823529	0	0	0	928.5294118	0.294117647	0	1.470588235	258.2352941	6.176470588	0	0	1005.882353	2.647058824	0	0	10.29411765	0	0	0	0	0	0	0	147.6470588	0	0	0.882352941	5.294117647	0	0	0	8.823529412	0	0	0	0	0	0	4.411764706	4.117647059	0	0	3.529411765	0	0	0	174.7058824	0	0	0	0.294117647	0	0	0	0	0	0	0	0
protist_Zotu542	3.823529412	0	0	0	2.647058824	0	0	0.294117647	1.470588235	0	0.294117647	0.588235294	0.294117647	0	0	0	1.470588235	0	0	0	1.764705882	0.294117647	0	4.705882353	0	0	0	0.588235294	0.882352941	0	0	0	2.647058824	0	0	0	0	0	0.294117647	0.882352941	0.294117647	0	0.588235294	0	0.588235294	0	1.470588235	0	0	0	0.588235294	1.764705882	2.058823529	0.294117647	0	11.76470588	0.294117647	0	0.588235294	237.9411765	1.764705882	0	0	0	0	0	2.058823529	0	0	0	0	0.588235294	0	0	1.470588235	0.294117647	0	0	0	0.294117647	0	0	1.176470588	0	0	0	2.058823529	0	0	0	0.294117647	0	0	0	3.529411765	0	0	0	0.294117647	0	0	0	1.176470588	0	0.294117647	0.294117647	0
protist_Zotu571	0	0.588235294	22.94117647	0.294117647	0	1.176470588	0	0	0	0	0.294117647	0.294117647	0	7.647058824	1.176470588	0	0	2.352941176	1.470588235	0.588235294	0.294117647	15	0.588235294	0	0	3.235294118	1.176470588	0	0.588235294	0	0.294117647	0	0.882352941	1.764705882	0	0.294117647	0	3.235294118	0	0	0	2.647058824	0	0	0	0.882352941	0	0	0	60.88235294	2.058823529	0.294117647	0	0.588235294	0.294117647	0	0	0.588235294	0	0	0	0	0.294117647	0	0	0	0.294117647	0	1.470588235	0	0	0	0	0	2.941176471	0	0	0	0.588235294	0	0.294117647	0	0.882352941	0	0	1.176470588	0	0	0	0	0	0	0	0	0.294117647	0	0	0	0	0	0	0	2.647058824	0	0	0	0
protist_Zotu605	3.823529412	0	0	0	3.529411765	0.294117647	0.294117647	0	8.529411765	0	0.294117647	0	8.529411765	0	0	0	1.470588235	0.294117647	0	0	1.764705882	0	0	0	1.764705882	0	0.294117647	0.588235294	4.411764706	0	0	0	0.294117647	0	0	0	11.17647059	0	0	2.352941176	14.41176471	0	0.294117647	0	7.647058824	0	0	0	22.35294118	0	0	0	8.235294118	0	0	0.588235294	13.82352941	0	0	0	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	12.94117647	0.294117647	0	0.882352941	6.764705882	0.882352941	0	0.294117647	4.117647059	0	0	0	2.352941176	0	0	0	0.588235294	0	0	0	0.294117647	0	0	0	4.117647059	0	0	0	5.588235294	0	0.294117647	0	6.176470588
protist_Zotu207	0	0.294117647	0.294117647	0	0	0	0	0.294117647	0	0	0	0.588235294	0	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.294117647	0	0	0	0.294117647	0	0	0	10.58823529	0	0	0	2.058823529	0	0	0	0.588235294	0	0	0	0	0	0	0	2.647058824	0	0	1.470588235	0	0	0	75.29411765	0	0	0	0	0	0	0	0	0	0	0	0	0	1.470588235	0	0	0	0.588235294	0	0	0	0	0	0	0	0	1.764705882	0	0	0	0	0	0	0	0.294117647	0
protist_Zotu134	1.176470588	12.35294118	19.41176471	0.882352941	0	26.17647059	2.647058824	0	0	9.117647059	8.823529412	4.117647059	0.588235294	9.411764706	9.117647059	0	0.294117647	5	11.76470588	0	5.588235294	0	8.235294118	0	0.588235294	5	0	1.176470588	2.352941176	4.705882353	0.294117647	0	0	4.117647059	1.176470588	0.294117647	0.882352941	29.70588235	0.882352941	0	0	14.11764706	2.647058824	0	0	8.235294118	3.823529412	4.411764706	1.176470588	1.470588235	4.411764706	77.64705882	0.294117647	2.647058824	9.705882353	69.41176471	1.470588235	9.705882353	1.764705882	0	4.117647059	16.76470588	5.294117647	0.588235294	0.588235294	0	0	4.117647059	14.11764706	5.588235294	0	17.64705882	53.82352941	0	41.76470588	9.411764706	52.94117647	0	15.88235294	11.17647059	76.76470588	0.294117647	25	2.941176471	1.176470588	6.176470588	25.29411765	1.764705882	8.235294118	0.294117647	12.35294118	0	22.35294118	0.588235294	13.52941176	1.764705882	51.47058824	9.117647059	5	1.176470588	109.4117647	1.764705882	22.64705882	1.764705882	38.82352941	0	0
protist_Zotu51	0	0	0	0	0	0	0	0	0	0	0	0.588235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393.5294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
protist_Zotu601	2.058823529	0	10.58823529	2.352941176	1.470588235	0	6.764705882	0.294117647	0.588235294	0	29.11764706	0.588235294	0.588235294	0	1.470588235	0.294117647	0	0	0.294117647	5.294117647	0.294117647	0	2.058823529	0.294117647	1.764705882	0	1.470588235	0.588235294	2.352941176	0	0	0	2.647058824	0.588235294	0	0	0.294117647	0	0	3.823529412	0.882352941	0.294117647	1.176470588	13.52941176	0	0	0	0	0.882352941	0	0	15	1.176470588	2.941176471	0.294117647	7.941176471	2.647058824	0	0.294117647	0.588235294	5	0	0.588235294	4.705882353	3.823529412	0.294117647	0.882352941	0.588235294	0.294117647	0.588235294	0	2.352941176	0	3.823529412	6.764705882	0.588235294	0.882352941	7.352941176	2.058823529	1.470588235	0	11.47058824	3.529411765	1.176470588	0	1.176470588	6.764705882	1.176470588	0	1.176470588	2.941176471	0	0	0.588235294	1.470588235	0.882352941	0.882352941	0.882352941	0	0.294117647	0	1.176470588	0	0	0.294117647	0	0
protist_Zotu439	0.294117647	0.588235294	0	0	0	1.176470588	0.294117647	0	0	0.294117647	0.588235294	0	0	0.294117647	0.588235294	0	0	1.176470588	0.882352941	0	0	1.176470588	0.294117647	0	0	1.470588235	0	0	0.588235294	0.294117647	0	0	0.294117647	4.705882353	0	0	0	1.470588235	0	0	0	3.235294118	0	0	0	4.705882353	0	0	0.294117647	51.17647059	0	10.58823529	0	7.352941176	0	9.117647059	0	2.647058824	0	0	0.588235294	0	0	0.588235294	0	0.588235294	0	0	15.88235294	0	0	2.058823529	4.411764706	0	0.294117647	0.882352941	10.29411765	0	0	0.588235294	4.411764706	0	0	0	0	0	0.882352941	0.882352941	2.941176471	0	0.294117647	0	3.823529412	0	0.882352941	0	3.235294118	0	0	0	7.941176471	0.588235294	0	0	7.058823529	0	0
protist_Zotu480	0	0	0	6.470588235	0.294117647	0	0	29.41176471	0	0	0	15.88235294	0.294117647	0	0	0	0	0	0	8.235294118	1.176470588	0	0	0.294117647	0.588235294	0.294117647	0	0.588235294	0	0	0	0	0	1.176470588	0	4.117647059	0	0	0	19.70588235	0.294117647	0	0	7.058823529	0	0	0.294117647	32.94117647	0	0	0	7.058823529	0	0	0	2.058823529	0	0	0	0	0.882352941	0	0	30.29411765	0	0	11.17647059	0.294117647	0.294117647	0	0	5	0.882352941	0.588235294	4.705882353	2.352941176	1.176470588	0	2.058823529	3.235294118	0	0	4.411764706	0	0.882352941	0	7.941176471	0.294117647	0	0	3.529411765	0.588235294	0	0	2.647058824	2.352941176	0	1.176470588	1.470588235	2.647058824	0	0.294117647	2.352941176	0.294117647	0	0.588235294	1.176470588
protist_Zotu561	0	2.352941176	0	0	0.294117647	5	0	0.294117647	0	1.176470588	0.882352941	0.294117647	0.294117647	0.882352941	0.588235294	2.352941176	0	0.882352941	0.588235294	0	0.294117647	2.352941176	0.882352941	2.352941176	0	1.764705882	0.588235294	0	0	0.294117647	0.588235294	0	0	0.588235294	0.294117647	0.588235294	1.764705882	0	2.647058824	0.294117647	2.352941176	0	0.294117647	0.294117647	2.647058824	0.294117647	4.705882353	40	0	0	9.705882353	0.882352941	0	5.882352941	0.882352941	5.882352941	0.882352941	1.764705882	2.058823529	0	6.764705882	0	13.52941176	0.294117647	0	2.058823529	2.058823529	0.588235294	1.764705882	5	0	1.176470588	0.882352941	0	3.235294118	0.294117647	0.882352941	0.588235294	0.294117647	0.882352941	0.882352941	0	1.176470588	0	0.882352941	0.294117647	0.882352941	0.294117647	1.470588235	0	1.176470588	0	0.294117647	0	1.764705882	0	1.470588235	0	0.294117647	0	0.882352941	0.294117647	0	1.176470588	0	0.294117647	0
protist_Zotu586	0.294117647	8.235294118	28.82352941	0	0	5.588235294	0	0.588235294	2.352941176	7.352941176	2.058823529	3.529411765	0.294117647	2.058823529	0.882352941	0	0.588235294	2.058823529	0.882352941	0	0.882352941	3.235294118	1.176470588	0	0	6.764705882	0.588235294	0.294117647	1.176470588	5	0	0	0.588235294	5.294117647	0	1.176470588	0	0.882352941	0	14.70588235	0.294117647	0	0	0	0.294117647	1.764705882	1.470588235	0	0.882352941	0	2.647058824	0	1.470588235	4.117647059	0.294117647	2.058823529	1.176470588	4.705882353	0	0	0	0	0.294117647	0.294117647	0	12.94117647	0	1.176470588	1.764705882	0.294117647	0	1.176470588	1.176470588	0	9.705882353	0.294117647	5.294117647	1.470588235	3.529411765	0.588235294	3.235294118	0.294117647	10.58823529	0.294117647	0	0	5	0	0.588235294	0	1.470588235	0	1.176470588	0	0.588235294	0	0.588235294	0.882352941	0	0	1.176470588	0	0	0	0.294117647	0	0
protist_Zotu524	2.058823529	1.764705882	2.058823529	0.294117647	0	3.823529412	0.882352941	2.352941176	0	1.764705882	2.058823529	0	0	0.294117647	0.882352941	0	0	0.588235294	0.294117647	0	0.294117647	1.176470588	0.294117647	0	0	0.588235294	0	0	1.764705882	0.588235294	0	0	0	0.294117647	0	0	0	0	0	0	0.294117647	0	0	0	0	0.294117647	0	0.294117647	0.294117647	2.647058824	0	3.823529412	0	0.294117647	0	5.294117647	0.294117647	2.352941176	0	14.11764706	6.764705882	0	0	0	6.176470588	0	0	8.235294118	0	0	0	1.470588235	8.235294118	0	7.941176471	0.588235294	6.176470588	0	18.23529412	0.882352941	8.823529412	0	7.941176471	0.588235294	0.588235294	0	7.941176471	0.882352941	0.882352941	0	5.882352941	0	2.941176471	0	2.352941176	0	5	0	3.235294118	0	6.764705882	0	0.294117647	0	2.647058824	0	0.294117647
protist_Zotu539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0	0.588235294	0	0.294117647	0	1.764705882	0	0	12.35294118	0.294117647	0	0.294117647	0	0	0	0	1.470588235	0	0	0	2.352941176	0.588235294	0	1.764705882	0	84.41176471	0	0.294117647	0	50.88235294	0	0	31.17647059	0	0	0	0.294117647	0	0	2.058823529	0	0	0	0.588235294	0	0	0	0	1.764705882	0	0	0	3.529411765	0	0	0	0	0	0	0.588235294	0	0	0	0.294117647	0	0	0	0	0	0	0	0
protist_Zotu628	0	1.764705882	0	0	0	4.705882353	0	0	0	0.294117647	1.470588235	0.294117647	0	0.294117647	1.176470588	0	0	0.294117647	0.882352941	0	0	0	0	0	0.294117647	0	0.588235294	0	0	0.294117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.294117647	0	79.70588235	0	0	0.294117647	0.294117647	0	0.588235294	0.294117647	1.176470588	0	0	1.470588235	0	0	0	1.176470588	0	0	0.294117647	0	0.294117647	1.176470588	0	0	0.294117647	0.294117647	0	1.176470588	0.294117647	2.352941176	0	0.882352941	0	0.882352941	0	1.470588235	0	1.176470588	0	1.470588235	0.294117647	0	0	0.588235294	0	0.588235294	0	0.588235294	0	1.176470588	0	0.882352941	0	0	0.294117647	0	0	0.588235294	0	0
protist_Zotu10	225.5555556	63.33333333	770	1517.777778	148.8888889	53.33333333	378.8888889	1528.888889	224.4444444	74.44444444	393.3333333	1832.222222	370	45.55555556	243.3333333	2114.444444	896.6666667	7.777777778	154.4444444	1206.666667	102.2222222	22.22222222	146.6666667	2593.333333	536.6666667	16.66666667	656.6666667	2312.222222	111.1111111	11.11111111	150	1147.777778	2.222222222	56.66666667	254.4444444	3523.333333	25.55555556	45.55555556	96.66666667	2875.555556	48.88888889	60	117.7777778	3363.333333	31.11111111	32.22222222	244.4444444	3001.111111	258.8888889	247.7777778	95.55555556	3091.111111	141.1111111	161.1111111	157.7777778	4034.444444	222.2222222	50	177.7777778	1712.222222	194.4444444	30	206.6666667	3047.777778	52.22222222	290	1060	101.1111111	121.1111111	306.6666667	815.5555556	1295.555556	210	2528.888889	1782.222222	355.5555556	210	825.5555556	947.7777778	620	146.6666667	1370	1021.111111	100	300	512.2222222	1891.111111	328.8888889	217.7777778	450	1564.444444	583.3333333	201.1111111	574.4444444	3518.888889	168.8888889	174.4444444	328.8888889	3256.666667	290	220	466.6666667	2857.777778	223.3333333	271.1111111	355.5555556	2525.555556
protist_Zotu340	0	0	0	7.777777778	0	0	1.111111111	1.111111111	0	0	1.111111111	43.33333333	0	0	0	7.777777778	0	0	0	8.888888889	0	0	0	1.111111111	0	0	1.111111111	21.11111111	0	0	10	0	0	0	1.111111111	24.44444444	0	0	0	0	3.333333333	0	4.444444444	0	2.222222222	2.222222222	2.222222222	3.333333333	0	0	1.111111111	15.55555556	0	0	2.222222222	10	6.666666667	0	2.222222222	0	2.222222222	1.111111111	2.222222222	1.111111111	3.333333333	3.333333333	4.444444444	3.333333333	0	0	0	13.33333333	0	6.666666667	14.44444444	27.77777778	0	5.555555556	1.111111111	10	0	2.222222222	11.11111111	37.77777778	0	4.444444444	37.77777778	82.22222222	0	1.111111111	22.22222222	598.8888889	0	3.333333333	35.55555556	84.44444444	0	0	32.22222222	84.44444444	0	0	52.22222222	120	0	0	36.66666667
protist_Zotu39	58.88888889	1.111111111	21.11111111	5.555555556	58.88888889	2.222222222	23.33333333	632.2222222	53.33333333	2.222222222	47.77777778	596.6666667	107.7777778	0	41.11111111	52.22222222	304.4444444	0	25.55555556	123.3333333	28.88888889	24.44444444	17.77777778	120	177.7777778	2.222222222	181.1111111	413.3333333	47.77777778	0	166.6666667	0	84.44444444	44.44444444	231.1111111	657.7777778	17.77777778	18.88888889	34.44444444	943.3333333	82.22222222	20	30	2970	27.77777778	26.66666667	107.7777778	482.2222222	38.88888889	1.111111111	47.77777778	1246.666667	88.88888889	88.88888889	45.55555556	1931.111111	231.1111111	16.66666667	26.66666667	986.6666667	84.44444444	3.333333333	34.44444444	2047.777778	3.333333333	116.6666667	747.7777778	18.88888889	11.11111111	186.6666667	576.6666667	517.7777778	14.44444444	31.11111111	570	76.66666667	23.33333333	32.22222222	88.88888889	166.6666667	11.11111111	42.22222222	158.8888889	7.777777778	72.22222222	70	357.7777778	76.66666667	3.333333333	31.11111111	225.5555556	2.222222222	10	40	1296.666667	64.44444444	6.666666667	88.88888889	326.6666667	25.55555556	2.222222222	85.55555556	63.33333333	74.44444444	4.444444444	118.8888889	13.33333333
protist_Zotu13	107.7777778	31.11111111	302.2222222	1600	78.88888889	17.77777778	160	688.8888889	122.2222222	50	112.2222222	1724.444444	158.8888889	10	137.7777778	641.1111111	294.4444444	7.777777778	116.6666667	496.6666667	108.8888889	128.8888889	143.3333333	2032.222222	435.5555556	15.55555556	296.6666667	1455.555556	191.1111111	14.44444444	92.22222222	0	296.6666667	41.11111111	157.7777778	1850	55.55555556	23.33333333	68.88888889	1767.777778	103.3333333	34.44444444	45.55555556	3595.555556	107.7777778	12.22222222	145.5555556	2985.555556	132.2222222	274.4444444	67.77777778	303.3333333	141.1111111	104.4444444	111.1111111	767.7777778	210	50	115.5555556	204.4444444	86.66666667	28.88888889	73.33333333	1202.222222	98.88888889	142.2222222	617.7777778	111.1111111	96.66666667	207.7777778	82.22222222	196.6666667	60	722.2222222	904.4444444	174.4444444	100	247.7777778	803.3333333	317.7777778	138.8888889	392.2222222	1291.111111	52.22222222	620	211.1111111	1550	103.3333333	328.8888889	226.6666667	1123.333333	468.8888889	247.7777778	140	1158.888889	97.77777778	85.55555556	101.1111111	2707.777778	128.8888889	38.88888889	114.4444444	1660	58.88888889	64.44444444	98.88888889	2010
protist_Zotu9	487.7777778	86.66666667	320	1576.666667	373.3333333	53.33333333	350	1937.777778	410	67.77777778	263.3333333	2985.555556	518.8888889	17.77777778	208.8888889	2843.333333	1095.555556	7.777777778	205.5555556	1494.444444	336.6666667	122.2222222	173.3333333	3553.333333	1444.444444	22.22222222	840	3330	547.7777778	20	340	12486.66667	475.5555556	148.8888889	352.2222222	4473.333333	180	83.33333333	230	6883.333333	342.2222222	94.44444444	153.3333333	4043.333333	278.8888889	63.33333333	516.6666667	5623.333333	266.6666667	113.3333333	255.5555556	2244.444444	345.5555556	317.7777778	163.3333333	3694.444444	864.4444444	121.1111111	258.8888889	2412.222222	387.7777778	316.6666667	151.1111111	5527.777778	177.7777778	455.5555556	2048.888889	253.3333333	128.8888889	583.3333333	1145.555556	1065.555556	123.3333333	1112.222222	1954.444444	364.4444444	141.1111111	356.6666667	1161.111111	706.6666667	150	775.5555556	1675.555556	154.4444444	383.3333333	414.4444444	2585.555556	347.7777778	212.2222222	430	1933.333333	200	191.1111111	268.8888889	3615.555556	450	110	320	4971.111111	550	84.44444444	343.3333333	3081.111111	418.8888889	103.3333333	387.7777778	3011.111111
protist_Zotu20	90	8.888888889	98.88888889	660	102.2222222	21.11111111	53.33333333	547.7777778	53.33333333	7.777777778	25.55555556	1146.666667	58.88888889	2.222222222	62.22222222	121.1111111	173.3333333	0	80	380	61.11111111	25.55555556	56.66666667	671.1111111	141.1111111	5.555555556	412.2222222	718.8888889	36.66666667	5.555555556	116.6666667	16803.33333	21.11111111	40	294.4444444	1280	21.11111111	35.55555556	43.33333333	1293.333333	21.11111111	13.33333333	43.33333333	1360	18.88888889	10	165.5555556	281.1111111	41.11111111	84.44444444	65.55555556	264.4444444	58.88888889	92.22222222	52.22222222	693.3333333	55.55555556	32.22222222	16.66666667	832.2222222	54.44444444	0	32.22222222	1325.555556	8.888888889	85.55555556	341.1111111	27.77777778	44.44444444	132.2222222	0	170	6.666666667	98.88888889	700	36.66666667	23.33333333	5.555555556	247.7777778	116.6666667	27.77777778	21.11111111	424.4444444	16.66666667	74.44444444	95.55555556	623.3333333	47.77777778	95.55555556	45.55555556	513.3333333	60	85.55555556	25.55555556	680	86.66666667	15.55555556	40	255.5555556	58.88888889	15.55555556	72.22222222	298.8888889	25.55555556	7.777777778	116.6666667	108.8888889
protist_Zotu311	1.111111111	0	0	0	0	0	0	5.555555556	0	0	0	6.666666667	3.333333333	0	0	0	3.333333333	0	0	3.333333333	1.111111111	0	0	0	2.222222222	0	0	22.22222222	0	0	0	0	0	0	0	8.888888889	0	0	0	101.1111111	0	0	0	0	0	0	5.555555556	1.111111111	1.111111111	0	0	15.55555556	0	0	0	28.88888889	0	0	0	4078.888889	0	0	0	54.44444444	0	0	4.444444444	0	0	0	0	4.444444444	0	0	3.333333333	0	0	3.333333333	0	0	0	1.111111111	2.222222222	0	0	0	2.222222222	0	0	0	2.222222222	0	0	0	6.666666667	0	0	0	0	0	0	1.111111111	1.111111111	0	0	0	0
protist_Zotu194	96.66666667	0	0	12.22222222	76.66666667	0	8.888888889	6.666666667	44.44444444	0	8.888888889	31.11111111	42.22222222	0	0	22.22222222	133.3333333	0	0	60	106.6666667	5.555555556	0	53.33333333	258.8888889	0	14.44444444	60	136.6666667	0	6.666666667	0	36.66666667	12.22222222	15.55555556	66.66666667	71.11111111	3.333333333	4.444444444	221.1111111	170	5.555555556	14.44444444	25.55555556	105.5555556	2.222222222	45.55555556	7.777777778	63.33333333	0	5.555555556	11.11111111	257.7777778	4.444444444	3.333333333	28.88888889	240	0	2.222222222	0	27.77777778	0	7.777777778	45.55555556	6.666666667	7.777777778	35.55555556	5.555555556	0	15.55555556	0	22.22222222	0	1.111111111	70	13.33333333	0	7.777777778	64.44444444	22.22222222	1.111111111	51.11111111	70	1.111111111	0	22.22222222	75.55555556	7.777777778	0	15.55555556	44.44444444	1.111111111	0	21.11111111	32.22222222	21.11111111	0	17.77777778	20	32.22222222	0	8.888888889	2.222222222	140	0	26.66666667	2.222222222
protist_Zotu356	0	0	0	26.66666667	1.111111111	0	1.111111111	5.555555556	0	0	0	26.66666667	1.111111111	0	7.777777778	1.111111111	3.333333333	0	0	85.55555556	1.111111111	0	2.222222222	65.55555556	2.222222222	0	33.33333333	55.55555556	0	0	16.66666667	0	0	0	24.44444444	123.3333333	0	0	0	103.3333333	0	2.222222222	3.333333333	103.3333333	1.111111111	3.333333333	4.444444444	31.11111111	1.111111111	28.88888889	0	25.55555556	0	3.333333333	1.111111111	10	2.222222222	0	0	7.777777778	1.111111111	0	13.33333333	115.5555556	0	2.222222222	52.22222222	0	0	1.111111111	0	0	0	0	18.88888889	0	0	0	12.22222222	1.111111111	0	0	23.33333333	0	1.111111111	1.111111111	12.22222222	0	0	0	18.88888889	0	0	0	4.444444444	0	0	1.111111111	3.333333333	0	0	2.222222222	2.222222222	1.111111111	0	3.333333333	0
protist_Zotu456	0	0	0	0	0	0	1.111111111	0	0	0	2.222222222	0	0	0	0	0	0	0	0	0	0	0	0	0	2.222222222	0	0	0	2.222222222	0	0	0	0	0	0	3.333333333	4.444444444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.222222222	0	0	0	0	0	0	0	0	0	1.111111111	0	0	0	90	0	0	0	0	0	0	0	0	0	0	0	0	1.111111111	0	0	0	0	0	0	1.111111111	0	0	0	0	14.44444444	0	1.111111111	8.888888889	0	0	0	0	11.11111111	0	0	0
protist_Zotu438	0	0	0	13.33333333	0	0	5.555555556	1.111111111	0	0	13.33333333	16.66666667	2.222222222	0	2.222222222	0	3.333333333	0	2.222222222	0	0	0	0	1.111111111	2.222222222	1.111111111	3.333333333	20	1.111111111	0	0	0	0	0	0	78.88888889	0	0	0	20	0	0	0	5.555555556	0	0	0	1.111111111	0	1.111111111	4.444444444	16.66666667	0	0	0	5.555555556	1.111111111	1.111111111	1.111111111	0	1.111111111	0	1.111111111	51.11111111	0	23.33333333	20	0	1.111111111	11.11111111	0	0	1.111111111	43.33333333	1.111111111	0	1.111111111	13.33333333	5.555555556	0	2.222222222	32.22222222	13.33333333	1.111111111	0	14.44444444	7.777777778	0	6.666666667	2.222222222	11.11111111	4.444444444	2.222222222	5.555555556	6.666666667	2.222222222	0	2.222222222	3.333333333	12.22222222	1.111111111	5.555555556	4.444444444	12.22222222	1.111111111	0	85.55555556
protist_Zotu576	0	5.555555556	0	3.333333333	0	0	13.33333333	84.44444444	2.222222222	0	1.111111111	11.11111111	26.66666667	0	2.222222222	0	2.222222222	0	0	54.44444444	2.222222222	0	1.111111111	3.333333333	11.11111111	0	7.777777778	5.555555556	3.333333333	0	10	0	1.111111111	1.111111111	2.222222222	44.44444444	1.111111111	0	0	107.7777778	2.222222222	0	0	11.11111111	6.666666667	2.222222222	1.111111111	13.33333333	1.111111111	0	1.111111111	18.88888889	10	0	0	23.33333333	1.111111111	2.222222222	0	62.22222222	1.111111111	0	1.111111111	48.88888889	2.222222222	0	15.55555556	0	0	5.555555556	0	3.333333333	0	3.333333333	12.22222222	0	1.111111111	0	5.555555556	0	0	0	4.444444444	0	0	0	10	1.111111111	2.222222222	0	5.555555556	0	3.333333333	0	1.111111111	1.111111111	0	0	0	0	0	0	10	6.666666667	2.222222222	0	13.33333333
protist_Zotu175	8.888888889	2.222222222	51.11111111	38.88888889	1.111111111	6.666666667	6.666666667	25.55555556	1.111111111	8.888888889	14.44444444	117.7777778	0	1.111111111	5.555555556	288.8888889	4.444444444	0	5.555555556	112.2222222	2.222222222	0	5.555555556	112.2222222	36.66666667	0	10	63.33333333	13.33333333	1.111111111	5.555555556	0	8.888888889	0	8.888888889	154.4444444	1.111111111	1.111111111	3.333333333	95.55555556	2.222222222	0	2.222222222	213.3333333	18.88888889	1.111111111	14.44444444	14.44444444	0	0	0	17.77777778	5.555555556	1.111111111	0	15.55555556	3.333333333	0	2.222222222	0	13.33333333	0	10	73.33333333	0	20	14.44444444	8.888888889	4.444444444	8.888888889	0	1.111111111	10	36.66666667	48.88888889	2.222222222	5.555555556	4.444444444	41.11111111	3.333333333	16.66666667	21.11111111	46.66666667	0	14.44444444	0	50	2.222222222	28.88888889	3.333333333	42.22222222	1.111111111	40	1.111111111	43.33333333	4.444444444	0	2.222222222	12.22222222	1.111111111	1.111111111	2.222222222	27.77777778	1.111111111	4.444444444	1.111111111	193.3333333
