allGfishSid	Sample	Value
id107	LTCC2Nov	0
id107	LTCC3Aug	0
id107	LTCC3Feb	0
id107	LTCC3May	0
id107	LTCC3Nov	0
id107	LTCMW1Aug	0
id107	LTCMW1Feb	0
id107	LTCMW1May	0
id107	LTCMW1Nov	0
id107	LTCMW2Aug	0
id107	LTCMW2Feb	0
id107	LTCMW2May	0
id107	LTCMW2Nov	0
id107	LTCMW3Aug	0
id107	LTCMW3Feb	0
id107	LTCMW3May	0
id107	LTCMW3Nov	0
id107	LTPC1Aug	0
id107	LTPC1Feb	0
id107	LTPC1May	0
id107	LTPC1Nov	0
id107	LTPC2Aug	0
id107	LTPC2May	0
id107	LTPC2Nov	0
id107	LTPC3Aug	0
id107	LTPC3Feb	0
id107	LTPC3May	0
id107	LTPC3Nov	0
id107	SKBlu1Aug	5
id107	SKBlu1Feb	0
id107	SKBlu1May	0
id107	SKBlu1Nov	0
id107	SKBlu2Aug	756
id107	SKBlu2Feb	0
id107	SKBlu2May	0
id107	SKBlu2Nov	0
id107	SKBlu3Aug	0
id107	SKBlu3Feb	0
id107	SKBlu3May	0
id107	SKBlu3Nov	0
id107	SKLKW1Aug	5
id107	SKLKW1Feb	0
id107	SKLKW1May	0
id107	SKLKW1Nov	0
id107	SKLKW2Aug	7
id107	SKLKW2Feb	0
id107	SKLKW2May	0
id107	SKLKW2Nov	2
id107	SKLKW3Aug	5
id107	SKLKW3Feb	0
id107	SKLKW3May	0
id107	SKLKW3Nov	0
id107	SKSha1Aug	0
id107	SKSha1Feb	0
id107	SKSha1May	0
id107	SKSha1Nov	0
id107	SKSha2Aug	0
id107	SKSha2Feb	0
id107	SKSha2May	0
id107	SKSha2Nov	0
id107	SKSha3Aug	0
id107	SKSha3Feb	0
id107	SKSha3May	0
id107	SKSha3Nov	0
id108	HKBea1Aug	0
id108	HKBea1Feb	9
id108	HKBea1May	0
id108	HKBea1Nov	0
id108	HKBea2Aug	0
id108	HKBea2Feb	0
id108	HKBea2May	0
id108	HKBea2Nov	0
id108	HKBea3Aug	0
id108	HKBea3Feb	0
id108	HKBea3May	14
id108	HKBea3Nov	0
id108	HKSta1Aug	0
id108	HKSta1Feb	0
id108	HKSta1May	10
id108	HKSta1Nov	0
id108	HKSta2Aug	0
id108	HKSta2Feb	0
id108	HKSta2May	0
id108	HKSta2Nov	0
id108	HKSta3Aug	0
id108	HKSta3Feb	0
id108	HKSta3May	0
id108	HKSta3Nov	0
id108	HKSW1Aug	0
id108	HKSW1Feb	0
id108	HKSW1May	0
id108	HKSW1Nov	0
id108	HKSW2Aug	0
id108	HKSW2Feb	0
id108	HKSW2May	63
id108	HKSW2Nov	0
id108	HKSW3Aug	0
id108	HKSW3Feb	11
id108	HKSW3May	1065
id108	HKSW3Nov	0
id108	LTCC1Aug	0
id108	LTCC1Feb	8
id108	LTCC1May	0
id108	LTCC1Nov	0
id108	LTCC2Aug	0
id108	LTCC2Feb	525
id108	LTCC2May	0
id108	LTCC2Nov	0
id108	LTCC3Aug	0
id108	LTCC3Feb	306
id108	LTCC3May	0
id108	LTCC3Nov	0
id108	LTCMW1Aug	0
id108	LTCMW1Feb	18
id108	LTCMW1May	0
id108	LTCMW1Nov	0
id108	LTCMW2Aug	0
id108	LTCMW2Feb	13
id108	LTCMW2May	0
id108	LTCMW2Nov	0
id108	LTCMW3Aug	0
id108	LTCMW3Feb	7
id108	LTCMW3May	0
id108	LTCMW3Nov	0
id108	LTPC1Aug	0
id108	LTPC1Feb	8
id108	LTPC1May	0
id108	LTPC1Nov	0
id108	LTPC2Aug	0
id108	LTPC2May	0
id108	LTPC2Nov	0
id108	LTPC3Aug	0
id108	LTPC3Feb	7
id108	LTPC3May	0
id108	LTPC3Nov	0
id108	SKBlu1Aug	0
id108	SKBlu1Feb	0
id108	SKBlu1May	0
id108	SKBlu1Nov	0
id108	SKBlu2Aug	0
id108	SKBlu2Feb	0
id108	SKBlu2May	0
id108	SKBlu2Nov	0
id108	SKBlu3Aug	0
id108	SKBlu3Feb	0
id108	SKBlu3May	0
id108	SKBlu3Nov	0
id108	SKLKW1Aug	0
id108	SKLKW1Feb	23
id108	SKLKW1May	0
id108	SKLKW1Nov	0
id108	SKLKW2Aug	0
id108	SKLKW2Feb	0
id108	SKLKW2May	0
id108	SKLKW2Nov	0
id108	SKLKW3Aug	0
id108	SKLKW3Feb	0
id108	SKLKW3May	0
id108	SKLKW3Nov	0
id108	SKSha1Aug	0
id108	SKSha1Feb	0
id108	SKSha1May	0
id108	SKSha1Nov	0
id108	SKSha2Aug	0
id108	SKSha2Feb	1
id108	SKSha2May	0
id108	SKSha2Nov	0
id108	SKSha3Aug	0
id108	SKSha3Feb	14
id108	SKSha3May	0
id108	SKSha3Nov	0
id109	HKBea1Aug	1461
id109	HKBea1Feb	1
id109	HKBea1May	28
id109	HKBea1Nov	0
id109	HKBea2Aug	31
id109	HKBea2Feb	0
id109	HKBea2May	62
id109	HKBea2Nov	0
id109	HKBea3Aug	599
id109	HKBea3Feb	4
id109	HKBea3May	0
id109	HKBea3Nov	42
id109	HKSta1Aug	85
id109	HKSta1Feb	10
id109	HKSta1May	2254
id109	HKSta1Nov	1609
id109	HKSta2Aug	833
id109	HKSta2Feb	0
id109	HKSta2May	49
id109	HKSta2Nov	0
id109	HKSta3Aug	24
id109	HKSta3Feb	0
id109	HKSta3May	3521
id109	HKSta3Nov	1188
id109	HKSW1Aug	970
id109	HKSW1Feb	0
id109	HKSW1May	0
id109	HKSW1Nov	0
id109	HKSW2Aug	10
id109	HKSW2Feb	0
id109	HKSW2May	0
id109	HKSW2Nov	196
id109	HKSW3Aug	747
id109	HKSW3Feb	4
id109	HKSW3May	1
id109	HKSW3Nov	39
id109	LTCC1Aug	103
id109	LTCC1Feb	4
id109	LTCC1May	5
id109	LTCC1Nov	0
id109	LTCC2Aug	7
id109	LTCC2Feb	3
id109	LTCC2May	1
id109	LTCC2Nov	17
id109	LTCC3Aug	133
id109	LTCC3Feb	309
id109	LTCC3May	0
id109	LTCC3Nov	43
id109	LTCMW1Aug	6
id109	LTCMW1Feb	4
id109	LTCMW1May	0
id109	LTCMW1Nov	0
id109	LTCMW2Aug	5
id109	LTCMW2Feb	38
id109	LTCMW2May	42
id109	LTCMW2Nov	16
id109	LTCMW3Aug	2
id109	LTCMW3Feb	4
id109	LTCMW3May	0
id109	LTCMW3Nov	348
id109	LTPC1Aug	0
id109	LTPC1Feb	2
id109	LTPC1May	0
id109	LTPC1Nov	0
id109	LTPC2Aug	0
id109	LTPC2May	293
id109	LTPC2Nov	17
id109	LTPC3Aug	3
id109	LTPC3Feb	0
id109	LTPC3May	3
id109	LTPC3Nov	0
id109	SKBlu1Aug	0
id109	SKBlu1Feb	0
id109	SKBlu1May	1062
id109	SKBlu1Nov	16
id109	SKBlu2Aug	0
id109	SKBlu2Feb	0
id109	SKBlu2May	1
id109	SKBlu2Nov	0
id109	SKBlu3Aug	0
id109	SKBlu3Feb	0
id109	SKBlu3May	0
id109	SKBlu3Nov	0
id109	SKLKW1Aug	0
id109	SKLKW1Feb	0
id109	SKLKW1May	0
id109	SKLKW1Nov	0
id109	SKLKW2Aug	0
id109	SKLKW2Feb	0
id109	SKLKW2May	2
id109	SKLKW2Nov	0
id109	SKLKW3Aug	0
id109	SKLKW3Feb	0
id109	SKLKW3May	1
id109	SKLKW3Nov	0
id109	SKSha1Aug	0
id109	SKSha1Feb	47
id109	SKSha1May	1
id109	SKSha1Nov	0
id109	SKSha2Aug	0
id109	SKSha2Feb	103
id109	SKSha2May	61
id109	SKSha2Nov	0
id109	SKSha3Aug	0
id109	SKSha3Feb	41
id109	SKSha3May	134
id109	SKSha3Nov	0
id11	HKBea1Aug	27
id11	HKBea1Feb	84
id11	HKBea1May	57
id11	HKBea1Nov	24
id11	HKBea2Aug	13
id11	HKBea2Feb	604
id11	HKBea2May	713
id11	HKBea2Nov	83
id11	HKBea3Aug	17
id11	HKBea3Feb	303
id11	HKBea3May	263
id11	HKBea3Nov	391
id11	HKSta1Aug	118
id11	HKSta1Feb	117
id11	HKSta1May	194
id11	HKSta1Nov	43
id11	HKSta2Aug	187
id11	HKSta2Feb	197
id11	HKSta2May	126
id11	HKSta2Nov	37
id11	HKSta3Aug	30
id11	HKSta3Feb	171
id11	HKSta3May	47
id11	HKSta3Nov	676
id11	HKSW1Aug	6026
id11	HKSW1Feb	322
id11	HKSW1May	394
id11	HKSW1Nov	503
id11	HKSW2Aug	759
id11	HKSW2Feb	522
id11	HKSW2May	251
id11	HKSW2Nov	17
id11	HKSW3Aug	454
id11	HKSW3Feb	38
id11	HKSW3May	552
id11	HKSW3Nov	35
id11	LTCC1Aug	922
id11	LTCC1Feb	22
id11	LTCC1May	98
id11	LTCC1Nov	33
id11	LTCC2Aug	170
id11	LTCC2Feb	170
id11	LTCC2May	149
id11	LTCC2Nov	80
id11	LTCC3Aug	315
id11	LTCC3Feb	233
id11	LTCC3May	238
id11	LTCC3Nov	207
id11	LTCMW1Aug	71
id11	LTCMW1Feb	215
id11	LTCMW1May	221
id11	LTCMW1Nov	144
id11	LTCMW2Aug	95
id11	LTCMW2Feb	3071
id11	LTCMW2May	1
id11	LTCMW2Nov	29
id11	LTCMW3Aug	251
id11	LTCMW3Feb	101
id11	LTCMW3May	1
id11	LTCMW3Nov	14
id11	LTPC1Aug	504
id11	LTPC1Feb	148
id11	LTPC1May	12
id11	LTPC1Nov	1068
id11	LTPC2Aug	181
id11	LTPC2May	6
id11	LTPC2Nov	581
id11	LTPC3Aug	191
id11	LTPC3Feb	300
id11	LTPC3May	761
id11	LTPC3Nov	742
id11	SKBlu1Aug	970
id11	SKBlu1Feb	47
id11	SKBlu1May	295
id11	SKBlu1Nov	496
id11	SKBlu2Aug	125
id11	SKBlu2Feb	224
id11	SKBlu2May	86
id11	SKBlu2Nov	500
id11	SKBlu3Aug	241
id11	SKBlu3Feb	159
id11	SKBlu3May	101
id11	SKBlu3Nov	99
id11	SKLKW1Aug	359
id11	SKLKW1Feb	460
id11	SKLKW1May	2532
id11	SKLKW1Nov	7760
id11	SKLKW2Aug	125
id11	SKLKW2Feb	422
id11	SKLKW2May	1332
id11	SKLKW2Nov	1022
id11	SKLKW3Aug	89
id11	SKLKW3Feb	1611
id11	SKLKW3May	2923
id11	SKLKW3Nov	1669
id11	SKSha1Aug	52
id11	SKSha1Feb	79
id11	SKSha1May	106
id11	SKSha1Nov	109
id11	SKSha2Aug	52
id11	SKSha2Feb	36
id11	SKSha2May	308
id11	SKSha2Nov	159
id11	SKSha3Aug	48
id11	SKSha3Feb	219
id11	SKSha3May	206
id11	SKSha3Nov	937
id110	HKBea1Aug	0
id110	HKBea1Feb	0
id110	HKBea1May	0
id110	HKBea1Nov	0
id110	HKBea2Aug	0
id110	HKBea2Feb	0
id110	HKBea2May	0
id110	HKBea2Nov	0
id110	HKBea3Aug	1566
id110	HKBea3Feb	0
id110	HKBea3May	0
id110	HKBea3Nov	0
id110	HKSta1Aug	0
id110	HKSta1Feb	0
id110	HKSta1May	0
id110	HKSta1Nov	0
id110	HKSta2Aug	0
id110	HKSta2Feb	0
id110	HKSta2May	0
id110	HKSta2Nov	0
id110	HKSta3Aug	0
id110	HKSta3Feb	0
id110	HKSta3May	0
id110	HKSta3Nov	0
id110	HKSW1Aug	0
id110	HKSW1Feb	0
id110	HKSW1May	0
id110	HKSW1Nov	0
id110	HKSW2Aug	0
id110	HKSW2Feb	0
id110	HKSW2May	0
id110	HKSW2Nov	0
id110	HKSW3Aug	0
id110	HKSW3Feb	0
id110	HKSW3May	0
id110	HKSW3Nov	0
id110	LTCC1Aug	0
id110	LTCC1Feb	0
id110	LTCC1May	0
id110	LTCC1Nov	0
id110	LTCC2Aug	0
id110	LTCC2Feb	0
id110	LTCC2May	0
id110	LTCC2Nov	0
id110	LTCC3Aug	0
id110	LTCC3Feb	0
id110	LTCC3May	0
id110	LTCC3Nov	0
id110	LTCMW1Aug	0
id110	LTCMW1Feb	0
id110	LTCMW1May	0
id110	LTCMW1Nov	0
id110	LTCMW2Aug	0
id110	LTCMW2Feb	0
id110	LTCMW2May	0
id110	LTCMW2Nov	0
id110	LTCMW3Aug	0
id110	LTCMW3Feb	0
id110	LTCMW3May	0
id110	LTCMW3Nov	0
id110	LTPC1Aug	0
id110	LTPC1Feb	0
id110	LTPC1May	0
id110	LTPC1Nov	0
id110	LTPC2Aug	0
id110	LTPC2May	0
id110	LTPC2Nov	0
id110	LTPC3Aug	0
id110	LTPC3Feb	0
id110	LTPC3May	0
id110	LTPC3Nov	0
id110	SKBlu1Aug	0
id110	SKBlu1Feb	0
id110	SKBlu1May	0
id110	SKBlu1Nov	0
id110	SKBlu2Aug	0
id110	SKBlu2Feb	0
id110	SKBlu2May	0
id110	SKBlu2Nov	0
id110	SKBlu3Aug	0
id110	SKBlu3Feb	0
id110	SKBlu3May	0
id110	SKBlu3Nov	0
id110	SKLKW1Aug	0
id110	SKLKW1Feb	0
id110	SKLKW1May	0
id110	SKLKW1Nov	0
id110	SKLKW2Aug	0
id110	SKLKW2Feb	0
id110	SKLKW2May	0
id110	SKLKW2Nov	0
id110	SKLKW3Aug	0
id110	SKLKW3Feb	0
id110	SKLKW3May	0
id110	SKLKW3Nov	0
id110	SKSha1Aug	0
id110	SKSha1Feb	0
id110	SKSha1May	31
id110	SKSha1Nov	0
id110	SKSha2Aug	0
id110	SKSha2Feb	0
id110	SKSha2May	0
id110	SKSha2Nov	0
id110	SKSha3Aug	0
id110	SKSha3Feb	0
id110	SKSha3May	0
id110	SKSha3Nov	0
id111	HKBea1Aug	0
id111	HKBea1Feb	0
id111	HKBea1May	0
id111	HKBea1Nov	0
id111	HKBea2Aug	0
id111	HKBea2Feb	0
id111	HKBea2May	1
id111	HKBea2Nov	0
id111	HKBea3Aug	0
id111	HKBea3Feb	0
id111	HKBea3May	0
id111	HKBea3Nov	0
id111	HKSta1Aug	0
id111	HKSta1Feb	0
id111	HKSta1May	1
id111	HKSta1Nov	0
id111	HKSta2Aug	0
id111	HKSta2Feb	4
id111	HKSta2May	0
id111	HKSta2Nov	0
id111	HKSta3Aug	0
id111	HKSta3Feb	0
id111	HKSta3May	0
id111	HKSta3Nov	0
id111	HKSW1Aug	0
id111	HKSW1Feb	0
id111	HKSW1May	0
id111	HKSW1Nov	0
id111	HKSW2Aug	0
id111	HKSW2Feb	2
id111	HKSW2May	0
id111	HKSW2Nov	0
id111	HKSW3Aug	0
id111	HKSW3Feb	10
id111	HKSW3May	0
id111	HKSW3Nov	0
id111	LTCC1Aug	0
id111	LTCC1Feb	557
id111	LTCC1May	0
id111	LTCC1Nov	0
id111	LTCC2Aug	0
id111	LTCC2Feb	8
id111	LTCC2May	0
id111	LTCC2Nov	0
id111	LTCC3Aug	0
id111	LTCC3Feb	8
id111	LTCC3May	0
id111	LTCC3Nov	0
id111	LTCMW1Aug	0
id111	LTCMW1Feb	14
id111	LTCMW1May	0
id111	LTCMW1Nov	0
id111	LTCMW2Aug	0
id111	LTCMW2Feb	27
id111	LTCMW2May	0
id111	LTCMW2Nov	0
id111	LTCMW3Aug	0
id111	LTCMW3Feb	21
id111	LTCMW3May	0
id111	LTCMW3Nov	0
id111	LTPC1Aug	0
id111	LTPC1Feb	21
id111	LTPC1May	0
id111	LTPC1Nov	0
id111	LTPC2Aug	0
id111	LTPC2May	0
id111	LTPC2Nov	0
id111	LTPC3Aug	0
id111	LTPC3Feb	10
id111	LTPC3May	0
id111	LTPC3Nov	0
id111	SKBlu1Aug	0
id111	SKBlu1Feb	0
id111	SKBlu1May	0
id111	SKBlu1Nov	0
id111	SKBlu2Aug	0
id111	SKBlu2Feb	0
id111	SKBlu2May	0
id111	SKBlu2Nov	0
id111	SKBlu3Aug	0
id111	SKBlu3Feb	0
id111	SKBlu3May	0
id111	SKBlu3Nov	0
id111	SKLKW1Aug	0
id111	SKLKW1Feb	0
id111	SKLKW1May	0
id111	SKLKW1Nov	0
id111	SKLKW2Aug	0
id111	SKLKW2Feb	0
id111	SKLKW2May	0
id111	SKLKW2Nov	0
id111	SKLKW3Aug	0
id111	SKLKW3Feb	0
id111	SKLKW3May	0
id111	SKLKW3Nov	0
id111	SKSha1Aug	0
id111	SKSha1Feb	0
id111	SKSha1May	0
id111	SKSha1Nov	0
id111	SKSha2Aug	0
id111	SKSha2Feb	19
id111	SKSha2May	0
id111	SKSha2Nov	0
id111	SKSha3Aug	0
id111	SKSha3Feb	0
id111	SKSha3May	0
id111	SKSha3Nov	0
id112	HKBea1Aug	0
id112	HKBea1Feb	0
id112	HKBea1May	0
id112	HKBea1Nov	0
id112	HKBea2Aug	0
id112	HKBea2Feb	0
id112	HKBea2May	0
id112	HKBea2Nov	0
id112	HKBea3Aug	0
id112	HKBea3Feb	0
id112	HKBea3May	0
id112	HKBea3Nov	0
id112	HKSta1Aug	0
id112	HKSta1Feb	0
id112	HKSta1May	0
id112	HKSta1Nov	0
id112	HKSta2Aug	0
id112	HKSta2Feb	0
id112	HKSta2May	0
id112	HKSta2Nov	0
id112	HKSta3Aug	0
id112	HKSta3Feb	0
id112	HKSta3May	0
id112	HKSta3Nov	0
id112	HKSW1Aug	0
id112	HKSW1Feb	0
id112	HKSW1May	0
id112	HKSW1Nov	0
id112	HKSW2Aug	26
id112	HKSW2Feb	0
id112	HKSW2May	0
id112	HKSW2Nov	0
id112	HKSW3Aug	0
id112	HKSW3Feb	0
id112	HKSW3May	0
id112	HKSW3Nov	0
id112	LTCC1Aug	0
id112	LTCC1Feb	0
id112	LTCC1May	0
id112	LTCC1Nov	0
id112	LTCC2Aug	0
id112	LTCC2Feb	0
id112	LTCC2May	0
id112	LTCC2Nov	0
id112	LTCC3Aug	0
id112	LTCC3Feb	0
id112	LTCC3May	0
id112	LTCC3Nov	0
id112	LTCMW1Aug	0
id112	LTCMW1Feb	0
id112	LTCMW1May	0
id112	LTCMW1Nov	0
id112	LTCMW2Aug	0
id112	LTCMW2Feb	0
id112	LTCMW2May	0
id112	LTCMW2Nov	0
id112	LTCMW3Aug	90
id112	LTCMW3Feb	0
id112	LTCMW3May	0
id112	LTCMW3Nov	0
id112	LTPC1Aug	6305
id112	LTPC1Feb	0
id112	LTPC1May	0
id112	LTPC1Nov	0
id112	LTPC2Aug	77
id112	LTPC2May	0
id112	LTPC2Nov	0
id112	LTPC3Aug	99
id112	LTPC3Feb	0
id112	LTPC3May	1
id112	LTPC3Nov	0
id112	SKBlu1Aug	0
id112	SKBlu1Feb	0
id112	SKBlu1May	0
id112	SKBlu1Nov	0
id112	SKBlu2Aug	0
id112	SKBlu2Feb	0
id112	SKBlu2May	0
id112	SKBlu2Nov	0
id112	SKBlu3Aug	0
id112	SKBlu3Feb	0
id112	SKBlu3May	1
id112	SKBlu3Nov	0
id112	SKLKW1Aug	0
id112	SKLKW1Feb	0
id112	SKLKW1May	43
id112	SKLKW1Nov	0
id112	SKLKW2Aug	0
id112	SKLKW2Feb	0
id112	SKLKW2May	1
id112	SKLKW2Nov	0
id112	SKLKW3Aug	0
id112	SKLKW3Feb	0
id112	SKLKW3May	0
id112	SKLKW3Nov	0
id112	SKSha1Aug	0
id112	SKSha1Feb	0
id112	SKSha1May	0
id112	SKSha1Nov	0
id112	SKSha2Aug	0
id112	SKSha2Feb	0
id112	SKSha2May	0
id112	SKSha2Nov	0
id112	SKSha3Aug	0
id112	SKSha3Feb	0
id112	SKSha3May	131
id112	SKSha3Nov	0
id113	HKBea1Aug	0
id113	HKBea1Feb	0
id113	HKBea1May	0
id113	HKBea1Nov	0
id113	HKBea2Aug	0
id113	HKBea2Feb	0
id113	HKBea2May	0
id113	HKBea2Nov	0
id113	HKBea3Aug	0
id113	HKBea3Feb	0
id113	HKBea3May	45
id113	HKBea3Nov	0
id113	HKSta1Aug	23
id113	HKSta1Feb	0
id113	HKSta1May	0
id113	HKSta1Nov	0
id113	HKSta2Aug	0
id113	HKSta2Feb	0
id113	HKSta2May	0
id113	HKSta2Nov	0
id113	HKSta3Aug	0
id113	HKSta3Feb	0
id113	HKSta3May	0
id113	HKSta3Nov	0
id113	HKSW1Aug	0
id113	HKSW1Feb	0
id113	HKSW1May	0
id113	HKSW1Nov	0
id113	HKSW2Aug	0
id113	HKSW2Feb	0
id113	HKSW2May	0
id113	HKSW2Nov	0
id113	HKSW3Aug	20
id113	HKSW3Feb	2789
id113	HKSW3May	0
id113	HKSW3Nov	0
id113	LTCC1Aug	0
id113	LTCC1Feb	1
id113	LTCC1May	0
id113	LTCC1Nov	0
id113	LTCC2Aug	0
id113	LTCC2Feb	7
id113	LTCC2May	0
id113	LTCC2Nov	0
id113	LTCC3Aug	0
id113	LTCC3Feb	10
id113	LTCC3May	4
id113	LTCC3Nov	0
id113	LTCMW1Aug	0
id113	LTCMW1Feb	5
id113	LTCMW1May	0
id113	LTCMW1Nov	0
id113	LTCMW2Aug	0
id113	LTCMW2Feb	9
id113	LTCMW2May	0
id113	LTCMW2Nov	0
id113	LTCMW3Aug	1
id113	LTCMW3Feb	8
id113	LTCMW3May	0
id113	LTCMW3Nov	0
id113	LTPC1Aug	0
id113	LTPC1Feb	4
id113	LTPC1May	0
id113	LTPC1Nov	0
id113	LTPC2Aug	62
id113	LTPC2May	0
id113	LTPC2Nov	0
id113	LTPC3Aug	1
id113	LTPC3Feb	0
id113	LTPC3May	115
id113	LTPC3Nov	0
id113	SKBlu1Aug	0
id113	SKBlu1Feb	0
id113	SKBlu1May	0
id113	SKBlu1Nov	0
id113	SKBlu2Aug	0
id113	SKBlu2Feb	0
id113	SKBlu2May	34
id113	SKBlu2Nov	0
id113	SKBlu3Aug	0
id113	SKBlu3Feb	0
id113	SKBlu3May	24
id113	SKBlu3Nov	0
id113	SKLKW1Aug	0
id113	SKLKW1Feb	0
id113	SKLKW1May	30
id113	SKLKW1Nov	0
id113	SKLKW2Aug	0
id113	SKLKW2Feb	0
id113	SKLKW2May	8346
id113	SKLKW2Nov	0
id113	SKLKW3Aug	0
id113	SKLKW3Feb	0
id113	SKLKW3May	15
id113	SKLKW3Nov	0
id113	SKSha1Aug	0
id113	SKSha1Feb	37
id113	SKSha1May	0
id113	SKSha1Nov	0
id113	SKSha2Aug	0
id113	SKSha2Feb	0
id113	SKSha2May	0
id113	SKSha2Nov	0
id113	SKSha3Aug	0
id113	SKSha3Feb	0
id113	SKSha3May	0
id113	SKSha3Nov	0
id114	HKBea1Aug	153
id114	HKBea1Feb	141
id114	HKBea1May	16779
id114	HKBea1Nov	0
id114	HKBea2Aug	1785
id114	HKBea2Feb	7
id114	HKBea2May	694
id114	HKBea2Nov	0
id114	HKBea3Aug	1315
id114	HKBea3Feb	257
id114	HKBea3May	5780
id114	HKBea3Nov	65
id114	HKSta1Aug	41
id114	HKSta1Feb	38
id114	HKSta1May	5876
id114	HKSta1Nov	77
id114	HKSta2Aug	527
id114	HKSta2Feb	1033
id114	HKSta2May	1345
id114	HKSta2Nov	0
id114	HKSta3Aug	44
id114	HKSta3Feb	0
id114	HKSta3May	11522
id114	HKSta3Nov	1
id114	HKSW1Aug	1180
id114	HKSW1Feb	159
id114	HKSW1May	0
id114	HKSW1Nov	4530
id114	HKSW2Aug	3375
id114	HKSW2Feb	99
id114	HKSW2May	25
id114	HKSW2Nov	2
id114	HKSW3Aug	2333
id114	HKSW3Feb	55
id114	HKSW3May	2433
id114	HKSW3Nov	43
id114	LTCC1Aug	423
id114	LTCC1Feb	246
id114	LTCC1May	3828
id114	LTCC1Nov	0
id114	LTCC2Aug	28
id114	LTCC2Feb	5
id114	LTCC2May	343
id114	LTCC2Nov	6
id114	LTCC3Aug	371
id114	LTCC3Feb	971
id114	LTCC3May	3912
id114	LTCC3Nov	0
id114	LTCMW1Aug	25
id114	LTCMW1Feb	22
id114	LTCMW1May	80
id114	LTCMW1Nov	0
id114	LTCMW2Aug	55
id114	LTCMW2Feb	211
id114	LTCMW2May	2169
id114	LTCMW2Nov	720
id114	LTCMW3Aug	4
id114	LTCMW3Feb	406
id114	LTCMW3May	17
id114	LTCMW3Nov	9
id114	LTPC1Aug	23
id114	LTPC1Feb	1577
id114	LTPC1May	138
id114	LTPC1Nov	0
id114	LTPC2Aug	6
id114	LTPC2May	212
id114	LTPC2Nov	0
id114	LTPC3Aug	12
id114	LTPC3Feb	104
id114	LTPC3May	5535
id114	LTPC3Nov	0
id114	SKBlu1Aug	25
id114	SKBlu1Feb	1019
id114	SKBlu1May	557
id114	SKBlu1Nov	406
id114	SKBlu2Aug	3002
id114	SKBlu2Feb	233
id114	SKBlu2May	1511
id114	SKBlu2Nov	7017
id114	SKBlu3Aug	4
id114	SKBlu3Feb	37
id114	SKBlu3May	351
id114	SKBlu3Nov	43
id114	SKLKW1Aug	29
id114	SKLKW1Feb	41
id114	SKLKW1May	32947
id114	SKLKW1Nov	0
id114	SKLKW2Aug	1038
id114	SKLKW2Feb	400
id114	SKLKW2May	4449
id114	SKLKW2Nov	11
id114	SKLKW3Aug	3485
id114	SKLKW3Feb	11
id114	SKLKW3May	6851
id114	SKLKW3Nov	0
id114	SKSha1Aug	345
id114	SKSha1Feb	533
id114	SKSha1May	7
id114	SKSha1Nov	3
id114	SKSha2Aug	9
id114	SKSha2Feb	721
id114	SKSha2May	19
id114	SKSha2Nov	5
id114	SKSha3Aug	1
id114	SKSha3Feb	155
id114	SKSha3May	895
id114	SKSha3Nov	3638
id115	HKBea1Aug	2
id115	HKBea1Feb	0
id115	HKBea1May	0
id115	HKBea1Nov	0
id115	HKBea2Aug	0
id115	HKBea2Feb	0
id115	HKBea2May	3
id115	HKBea2Nov	0
id115	HKBea3Aug	0
id115	HKBea3Feb	0
id115	HKBea3May	0
id115	HKBea3Nov	0
id115	HKSta1Aug	2
id115	HKSta1Feb	0
id115	HKSta1May	0
id115	HKSta1Nov	0
id115	HKSta2Aug	1
id115	HKSta2Feb	0
id115	HKSta2May	4
id115	HKSta2Nov	0
id115	HKSta3Aug	4
id115	HKSta3Feb	0
id115	HKSta3May	2
id115	HKSta3Nov	0
id115	HKSW1Aug	0
id115	HKSW1Feb	0
id115	HKSW1May	0
id115	HKSW1Nov	0
id115	HKSW2Aug	3
id115	HKSW2Feb	0
id115	HKSW2May	0
id115	HKSW2Nov	0
id115	HKSW3Aug	0
id115	HKSW3Feb	0
id115	HKSW3May	0
id115	HKSW3Nov	0
id115	LTCC1Aug	0
id115	LTCC1Feb	0
id115	LTCC1May	0
id115	LTCC1Nov	0
id115	LTCC2Aug	0
id115	LTCC2Feb	0
id115	LTCC2May	0
id115	LTCC2Nov	0
id115	LTCC3Aug	0
id115	LTCC3Feb	0
id115	LTCC3May	0
id115	LTCC3Nov	0
id115	LTCMW1Aug	0
id115	LTCMW1Feb	0
id115	LTCMW1May	0
id115	LTCMW1Nov	0
id115	LTCMW2Aug	0
id115	LTCMW2Feb	0
id115	LTCMW2May	0
id115	LTCMW2Nov	0
id115	LTCMW3Aug	0
id115	LTCMW3Feb	0
id115	LTCMW3May	0
id115	LTCMW3Nov	0
id115	LTPC1Aug	1
id115	LTPC1Feb	0
id115	LTPC1May	0
id115	LTPC1Nov	0
id115	LTPC2Aug	0
id115	LTPC2May	0
id115	LTPC2Nov	0
id115	LTPC3Aug	0
id115	LTPC3Feb	0
id115	LTPC3May	0
id115	LTPC3Nov	0
id115	SKBlu1Aug	0
id115	SKBlu1Feb	0
id115	SKBlu1May	0
id115	SKBlu1Nov	0
id115	SKBlu2Aug	0
id115	SKBlu2Feb	0
id115	SKBlu2May	0
id115	SKBlu2Nov	0
id115	SKBlu3Aug	0
id115	SKBlu3Feb	0
id115	SKBlu3May	0
id115	SKBlu3Nov	0
id115	SKLKW1Aug	0
id115	SKLKW1Feb	1
id115	SKLKW1May	0
